fips,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,mean_ntl
01049,0.906518688,1.214647306,1.215250921,1.115039481,1.111642393,0.347219688,1.031277415,0.885293033,1.033752412,1.098867345,1.212386383,1.290597474,1.060582997
01051,1.5521705,1.686896403,1.803250982,1.658327854,1.619409392,1.685915597,1.542900009,1.351983882,0.950486692,1.565772452,1.756961084,1.890325523,1.619533451
01053,0.707589426,0.900917033,0.868584869,1.037653647,0.934151294,0.987474422,0.872798148,0.841229931,0.829920842,0.911712345,1.093344035,1.00758345,0.80425323
01055,2.432425339,2.741547053,2.63987578,2.346429106,2.302426598,1.804505647,2.313223335,1.984764111,2.018415308,2.229736513,2.409903389,2.730927226,2.586986196
01057,0.411780253,0.59905308,0.682332895,0.662567713,0.675586499,0.731707076,0.570171472,0.533871778,0.577704236,0.583208824,0.697625599,0.705970946,0.505416667
01059,0.677430929,0.919399809,0.695803958,0.839545886,0.941029956,0,0.794016089,0.771951941,0.771783634,0.865937333,1.033553508,0.960024346,0.798415369
01061,0.559041733,0.77687431,0.755668829,0.85423571,0.811029249,0.795681066,0.684972463,0.655107086,0.663930974,0.776043323,0.900796718,0.818383306,0.667958021
01063,0.268670386,0.549745236,0.517859774,0.562528686,0.569433624,0.555864828,0.440056849,0.438464049,0.431621223,0.495611116,0.59498368,0.587164963,0.409207811
01065,0.367349666,0.636843779,0.606192597,0.645075828,0.621901579,0.636120478,0.498773996,0.492310956,0.466185173,0.557855551,0.670932228,0.681259941,0.502096723
01067,0.470326626,0.710212368,0.62776453,0.691722553,0.724821161,0.674297068,0.598349478,0.561782165,0.569983855,0.677175856,0.79142449,0.730679333,0.590269497
01069,2.785473631,2.790378416,2.55178833,2.758118897,2.597280271,2.603857422,2.346936035,2.356625979,2.042287596,2.769591063,2.910181885,2.810932616,2.787926023
01071,0.686803552,0.95634217,0.945627754,0.872272479,0.854682045,0,0.806191798,0.683617972,0.807553595,0.882946433,0.981162509,0.973761095,0.821572861
01073,7.498539691,7.967923686,7.992719379,7.172232001,7.03569477,7.819197536,6.315966153,6.410365537,5.296347693,6.584347079,6.582041841,8.198200001,7.733231688
01075,0.40321217,0.603495898,0.682413399,0.635364629,0.670496808,0.465633546,0.546203282,0.551042616,0.540796489,0.586098449,0.736304692,0.700050135,0.503354034
01077,1.431176804,1.665681903,1.458217791,1.579111259,1.628791084,0,1.542650171,1.468780695,1.367804117,1.591771816,1.801833206,1.848935588,1.548429353
01079,0.676624549,0.75332605,0.702569826,0.794843245,0.85568972,0,0.759607637,0.734974349,0.772708531,0.79335075,0.936406991,0.940540565,0.714975299
01081,3.534441805,3.244921387,3.558418731,3.493523353,3.103826493,3.226269652,3.089735326,2.5210259,2.758888135,3.156163331,3.438042076,3.817615648,3.389681596
01083,2.063186149,2.171528633,2.074075981,2.251911912,2.190323881,0,2.27940827,2.107772048,2.00642833,2.220720611,2.434786506,2.454580298,2.117357391
01085,0.320865068,0.554460662,0.586994007,0.586672143,0.597475352,0.549650106,0.50603035,0.463148076,0.463053354,0.559862748,0.665124683,0.645026096,0.437662865
01087,0.682727585,0.953953568,1.024871911,1.021637693,0.956954482,0.942483988,0.855227585,0.701651418,0.689375571,0.879955398,1.024399587,1.033556725,0.818340576
01089,5.523039501,5.853666023,5.661695881,5.565926362,5.301112138,0,5.124004863,5.056349912,4.584261514,5.587119857,5.894837704,5.864539963,5.688352762
01091,0.443936503,0.705926822,0.660718252,0.721513383,0.680548121,0.674213411,0.555397209,0.57194049,0.490289721,0.620164436,0.768267368,0.74629271,0.574931663
01093,0.651128422,0.857780952,0.861944316,0.796216464,0.873191664,0.303948557,0.760621369,0.743770627,0.72936019,0.795976767,0.946802801,0.91799207,0.754454687
01095,1.66048177,2.069781013,2.045811889,1.902466879,1.838510894,1.062573087,1.854618416,1.565246906,1.702562136,1.902531478,2.081498961,2.17866966,1.865131392
01097,3.643337226,3.398634632,3.694885714,4.165850647,3.430518613,3.770716879,3.579785281,3.132913853,3.2164329,3.799204759,4.035490907,3.787982681,3.520985929
01099,0.469662531,0.653281975,0.67092378,0.782025497,0.683364466,0.728991682,0.58888192,0.612684074,0.586641669,0.656048541,0.813671255,0.729046903,0.561472253
01101,4.529845625,4.200995526,4.707893166,4.362765548,4.184654857,4.39846417,4.282748006,3.739921054,2.533222524,4.163057625,4.500217526,4.910199986,4.365420576
01103,2.626051912,2.601658697,2.349562844,2.655947178,2.727895034,0,2.64241462,2.468517758,2.326788477,2.770264114,2.97700478,3.101224956,2.613855305
01105,0.257805301,0.521868915,0.483780241,0.542791324,0.51391518,0.501143132,0.406962893,0.405775422,0.404519518,0.458547471,0.599220239,0.553517107,0.389837108
01107,0.407348909,0.590066977,0.660627725,0.661225076,0.674356696,0.682654983,0.543834113,0.564506231,0.547430684,0.587119158,0.695384734,0.698710279,0.498707943
01109,1.115554976,1.192598228,1.294926523,1.308990099,1.291948928,1.262245959,1.210989058,1.075066178,1.102235537,1.271277748,1.406966127,1.303470555,1.154076602
01111,0.562815211,0.784102197,0.845982174,0.775830064,0.766503861,0.767115863,0.664184193,0.615175281,0.646572785,0.722740343,0.826947117,0.871114675,0.673458704
01113,1.122678977,1.185032935,1.326397797,1.373595723,1.348968793,1.336470142,1.173326855,1.071899363,1.156342728,1.264099989,1.411031205,1.393434832,1.153855956
01115,1.514217515,1.730220255,1.750487933,1.546468542,1.530280325,1.798944039,1.501522814,1.322478659,1.216371587,1.504497839,1.645212349,1.894588468,1.622218885
01117,2.729229065,2.992555005,3.008506739,2.883764284,2.740395703,3.025842573,2.535854511,2.490072488,1.861757631,2.575517652,2.639034623,3.289443969,2.860892035
01119,0.326648331,0.557021926,0.540368248,0.593101076,0.602673236,0.566616243,0.482845902,0.486377875,0.46576973,0.535645962,0.644200471,0.616791197,0.441835129
01121,2.045107154,2.222726118,2.2389575,1.93574918,1.992221213,2.362319289,1.997606249,1.665016345,1.430996186,1.854465127,2.048934797,2.314850161,2.133916636
01123,0.785805628,0.988202022,1.008632845,0.936056105,0.915247289,0.963246196,0.857636396,0.798082702,0.680526459,0.886943253,1.065802895,1.033183348,0.887003825
01125,2.160843762,2.459950247,2.456062271,2.466894232,2.321346426,2.647593865,2.090310319,2.177008615,1.641789084,2.198684345,2.399977427,2.548872076,2.310397004
01127,1.16472564,1.282562392,1.412834188,1.355291452,1.329982904,1.387300001,1.184789743,1.110729059,1.026868375,1.240540171,1.366114529,1.440995727,1.223644016
01129,0.490737757,0.698189374,0.708479023,0.789104428,0.715235093,0.72759709,0.646259904,0.57394207,0.618931029,0.708072477,0.808608909,0.765240938,0.594463566
01131,0.25326341,0.520791083,0.505847202,0.560162551,0.528458859,0.522754857,0.421247001,0.434213948,0.429854478,0.48590216,0.62011688,0.560634723,0.387027247
01133,0.492670208,0.670362098,0.675610363,0.711206634,0.7117758,0.017974848,0.62591934,0.574512142,0.627082609,0.658835646,0.772791629,0.798384648,0.581516153
02013,0.30297559,0.306929685,0.171045304,0,0,0,0,0,0.201837774,0.338662392,0.311561821,0.774896102,0.304952637
02016,0.337397965,0.297091896,0.225482353,0,0,0,0,0,0.200180521,0.339048771,0.320148567,0.670720878,0.31724493
02020,6.713515208,6.222062271,0.037654191,0,0,0,0,0,0,2.055099493,6.310983193,7.368854725,6.467788739
02050,0.43744437,0.426980114,0.353936848,0,0,0,0,0,0,0.376183072,0.440952507,0.976487225,0.432212242
02060,0.512859044,0.457677026,0.404647482,0,0,0,0,0,0,0.376207567,0.393053607,0.914604986,0.485268035
02063,0.434851342,0.432741759,0.040194607,0,0,0,0,0,0,0.422013522,0.458266555,0.79321458,0.43379655
02066,0.51596042,0.587539313,0.126053456,0,0,0,0,0,0,0.551887934,0.668843432,0.86373542,0.551749867
02068,0.542165888,0.629169057,0.071831335,0,0,0,0,0,0,1.257883817,0.618568114,0.967193328,0.585667472
02070,0.432181568,0.406355406,0.323409103,0,0,0,0,0,0,0.383699968,0.405748936,0.950786417,0.419268487
02090,1.518536729,1.83372033,0.035427734,0,0,0,0,0,0,2.413824065,1.579472923,1.701481648,1.676128529
02100,0.519033775,0.478358541,0.227944359,0,0,0,0,0,0,0.426928545,0.501749834,0.731038892,0.498696158
02105,0.48333457,0.390322173,0.146359996,0,0,0,0,0,0,0.370677602,0.431382768,0.69837849,0.436828371
02110,0.739010768,0.608604359,0.163392316,0,0,0,0,0,0,0.49941423,0.613297611,0.814478527,0.673807563
02122,0.508573534,0.49113037,0.198833179,0,0,0,0,0,0,0.4315775,0.453869485,0.911534098,0.499851952
02130,0.443727511,0.370215208,0.21937785,0,0,0,0,0,0.042194544,0.358580557,0.436747075,0.488947151,0.406971359
02150,0.410429488,0.363723485,0.371886415,0,0,0,0,0,0.015838998,0.374171855,0.349782672,0.809111619,0.387076487
02158,0.43894734,0.432686245,0.365376217,0,0,0,0,0,0,0.408210217,0.493432699,0.994264448,0.435816792
02164,0.391010852,0.379465754,0.224417809,0,0,0,0,0,0.042206197,0.381752619,0.378760096,0.883592004,0.385238303
02170,0.601267423,0.583846575,0.09830504,0,0,0,0,0,0,0.59080871,0.677922097,1.039818118,0.592556999
02180,0.471152635,0.918183125,0.142516625,0,0,0,0,0,0,1.16240612,0.685446045,0.975672267,0.69466788
02185,1.297486137,1.328299332,0,0,0,0,0,0,0,0.018888356,1.400731142,1.539233973,1.312892734
02188,0.79327666,1.36091867,0,0,0,0,0,0,0,2.317779508,1.185743975,1.288427514,1.077097665
02195,0.487314217,0.434275807,0.207835708,0,0,0,0,0,0.001328158,0.373407252,0.451009371,0.648226913,0.460795012
02198,0.418001478,0.320710209,0.191984163,0,0,0,0,0,0.05569039,0.32917897,0.365880957,0.57392667,0.369355843
02220,0.520524829,0.382688728,0.17338994,0,0,0,0,0,0.021035042,0.349435996,0.40635083,0.637495993,0.451606779
02230,0.53885079,0.566531482,0.299628645,0,0,0,0,0,0,0.488502229,0.58391015,0.787987462,0.552691136
02240,0.743168274,0.821263184,0.422122709,0,0,0,0,0,0,1.116531278,0.916039217,1.096711397,0.782215729
02275,0.47565635,0.376683547,0.204498498,0,0,0,0,0,0.001537204,0.346143899,0.421795464,0.52826993,0.426169949
02282,0.469054819,0.433553266,0.001274968,0,0,0,0,0,0,0.429256024,0.464931119,0.787148895,0.451304042
02290,0.756847979,0.91898717,0.063359193,0,0,0,0,0,0,1.175314806,0.91027163,1.185212489,0.837917575
04001,0.226974623,0.302535426,0.415907602,0.389355511,0.400943933,0.066013219,0.278208114,0.322288042,0.335095797,0.384589038,0.433857907,0.403705055,0.264755025
04003,0.315476977,0.423150696,0.536361014,0.528376176,0.558130333,0.490383302,0.407619866,0.449667949,0.480752688,0.490094808,0.605929063,0.509413057,0.369313836
04005,0.156855234,0.292812946,0.354858261,0.357605145,0.346114042,0.001624811,0.271569087,0.275378611,0.305354297,0.339814568,0.376850337,0.320427131,0.22483409
04007,0.185727695,0.324086864,0.4438931,0.433294726,0.441685758,0.519287517,0.312788495,0.613892956,0.370360404,0.394133225,0.452740844,0.401461276,0.25490728
04009,0.179265468,0.284444194,0.407951162,0.392973785,0.414988466,0.36930457,0.279909363,0.315862622,0.345998952,0.373375582,0.443249139,0.364765843,0.231854831
04011,0.297386997,0.398385189,0.530745067,0.51246497,0.539978908,0.499667772,0.396165437,0.424859876,0.47500226,0.544549119,0.572128975,0.482432952,0.347886093
04012,0.184860572,0.32346155,0.394776183,0.415593947,0.41692723,0.370509403,0.317539367,0.297679101,0.370377161,0.369741784,0.415707539,0.360183918,0.254161061
04013,4.505304647,4.719643729,4.765046829,4.767403608,4.628453464,4.812621341,4.45433114,4.186536346,4.462475611,4.612554361,4.711442765,5.193492725,4.612474188
04015,0.254355161,0.39484968,0.450030974,0.483376214,0.479519219,0,0.401540959,0.376839,0.441738688,0.456881114,0.491842698,0.440031523,0.324602421
04017,0.238473851,0.324896747,0.431548116,0.4184647,0.403036909,0.081549267,0.305691516,0.33458604,0.357993519,0.398958321,0.437327563,0.400260472,0.281685299
04019,0.795256771,0.938460446,1.083525861,1.057166292,1.033418925,1.108824154,0.894740634,0.91316055,0.970485147,1.005494383,1.093649284,1.104945578,0.866858608
04021,0.743621399,0.883082796,1.051187333,1.023953206,0.991605067,1.018640552,0.872642674,0.957742061,0.969081839,0.991420012,1.039517819,1.07676489,0.813352098
04023,0.436722597,0.575149309,0.685951311,0.68729367,0.695190263,0.667946649,0.55449235,0.578770264,0.640077357,0.652264377,0.746767533,0.692325807,0.505935953
04025,0.234222299,0.40078568,0.483235621,0.484175935,0.477951722,0.036348693,0.386560022,0.378574536,0.424058763,0.475500522,0.487942734,0.441593704,0.31750399
04027,0.588607105,0.716376654,0.802275066,0.814553671,0.804262732,0.759808147,0.695315267,0.661990572,0.761202559,0.754664511,0.837878873,0.811885672,0.65249188
05001,0.451482263,0.561908217,0.584217328,0.585814979,0.713789395,0.006532375,0.538729396,0.584180403,0.59125478,0.592043386,0.794092046,0.680837399,0.50669524
05003,0.414687798,0.629507981,0.50117526,0.587942929,0.6471832,0.629494741,0.535949842,0.550367729,0.544517909,0.56240862,0.716442595,0.663872177,0.522097889
05005,0.78506384,1.040383036,0.786015732,0.976746465,1.080343137,0,0.866729366,0.889186046,0.868847468,0.882766757,1.089638621,1.082281121,0.912723438
05007,2.769086154,3.602057488,2.920371607,2.881758683,3.175782645,0,2.640386776,3.082649776,2.966654785,2.548608372,3.543018354,4.613044136,3.185571821
05009,0.803908376,1.149253071,0.922499723,1.061675335,1.18052451,0,1.007295562,0.976678102,0.916700231,0.933944892,1.147700564,1.109545204,0.976580723
05011,0.29804272,0.485015333,0.417321561,0.456538015,0.559839272,0.540414507,0.402970287,0.424411548,0.46862007,0.491229778,0.594478162,0.56295654,0.391529026
05013,0.312116454,0.508277178,0.413641915,0.508354596,0.578446187,0.564502234,0.450922473,0.459690328,0.49407262,0.499496238,0.612371605,0.561871114,0.410196816
05015,0.490205047,0.83839432,0.63975184,0.77056046,0.895487906,0,0.755917981,0.679983175,0.718206097,0.671361723,0.816658253,0.84489064,0.664299684
05017,0.414398997,0.671444611,0.566760902,0.637557894,0.698527316,0.69662456,0.564358897,0.602229575,0.574926315,0.581362406,0.746341852,0.658425061,0.542921804
05019,0.372746195,0.577011495,0.508755825,0.552586984,0.671738893,0.277723672,0.478747282,0.50414492,0.538561665,0.557499224,0.687152841,0.599391892,0.474878845
05021,0.358210966,0.631040207,0.535371279,0.627880938,0.596722714,0,0.500535771,0.554134726,0.562618275,0.559401566,0.699658484,0.529964491,0.494625586
05023,0.593100342,0.813523373,0.621653364,0.847726339,0.809720638,0,0.680725199,0.719381984,0.733891674,0.745395666,0.947185859,0.90940935,0.703311858
05025,0.246379648,0.407695408,0.367655117,0.427064579,0.488744098,0.475243466,0.364964891,0.360390239,0.413197882,0.406678946,0.522774259,0.490804649,0.327037528
05027,0.672785727,0.8471382,0.799320775,0.830191993,0.930760731,0.996806735,0.730303386,0.815142184,0.792711465,0.810919216,1.030372213,0.803394312,0.759961964
05029,0.665288771,0.874988639,0.743441348,0.988092789,0.997656342,0,0.848542388,0.899214396,0.891278248,0.846320697,1.03361473,0.94333373,0.770138705
05031,2.275067978,2.429853664,2.528167481,2.583708459,2.500110462,0,2.353255287,2.453114616,2.113833081,2.398443163,3.124812123,2.344077604,2.352460821
05033,0.859631153,1.283550715,1.000314409,1.18139429,1.175418286,0,1.028666815,1.146142652,1.031813132,1.021914231,1.320614374,1.395572713,1.071590934
05035,2.230854286,2.113578121,2.6127112,2.225193054,2.421052076,0,2.587270912,2.361688582,2.085719093,2.189340345,2.72650079,2.126103105,2.172216203
05037,0.599813468,0.679530419,0.750288472,0.83221993,0.871957487,0,0.72110834,0.745945124,0.714898599,0.732636373,0.958607524,0.764193687,0.639671943
05039,0.286707443,0.453138364,0.401781456,0.461393916,0.532328329,0.43920847,0.393580386,0.403564967,0.427692229,0.451452509,0.570861429,0.507543174,0.369922903
05041,0.380506866,0.583118326,0.539777929,0.579099848,0.655061874,0.729078657,0.521447703,0.558531955,0.556546872,0.582327513,0.751451939,0.655135615,0.481812596
05043,0.385759171,0.588218457,0.532649285,0.560426057,0.63462576,0.705874321,0.505222899,0.508309756,0.540651423,0.55592614,0.700271424,0.650594668,0.486988814
05045,1.903091983,2.030570059,1.93513461,2.271513359,2.261508257,0,2.013968998,2.135123396,1.968892514,2.058506016,2.535498676,2.579770551,1.966831021
05047,0.392402924,0.654792757,0.50187609,0.654909467,0.685723167,0,0.537851222,0.563525305,0.59157177,0.571026395,0.723958332,0.686532503,0.52359784
05049,0.265967673,0.49300862,0.394086207,0.497092672,0.510641162,0,0.425336207,0.404209052,0.444505388,0.448325431,0.541607757,0.500471983,0.379488146
05051,1.449063692,1.804053,1.584150628,1.819020918,1.951339841,0,1.532220363,1.810547653,1.522134823,1.59967736,2.01535193,1.854390513,1.626558346
05053,0.435455528,0.587856911,0.625677077,0.638843616,0.704986488,0,0.535755971,0.583807414,0.619113799,0.615866204,0.76988328,0.731045064,0.51165622
05055,1.024005526,1.249380753,1.268076654,1.286380062,1.18174148,0,1.079087246,1.236815148,1.133009896,1.217313536,1.607419427,1.157527623,1.136693139
05057,0.628725225,0.822440681,0.678503769,0.867003813,0.94990881,1.037201078,0.694586396,0.783005489,0.755471294,0.763516329,0.951803292,0.850470828,0.725582953
05059,0.654300683,0.885062872,0.841561879,0.871094198,1.040842707,0,0.736551951,0.90238694,0.841765937,0.882721154,1.080122432,0.947356055,0.769681777
05061,0.390992279,0.613142791,0.510058776,0.60906304,0.705329029,0.493538088,0.479028466,0.526372019,0.527264031,0.530464447,0.661302293,0.5706062,0.502067535
05063,0.795683208,1.029850602,0.895299666,1.104596365,0.942350166,0,0.849253013,0.975916477,0.923960334,0.960587104,1.256594442,1.140332867,0.912766905
05065,0.316030087,0.562731971,0.447023427,0.594408589,0.595932475,0,0.489593477,0.493414102,0.51844281,0.523442811,0.641399861,0.590564997,0.439381029
05067,0.606450935,0.755814245,0.711234503,0.861931076,0.75416579,0,0.696927925,0.750085101,0.708459758,0.759499895,1.027327169,0.833562721,0.68113259
05069,1.408172896,1.355376433,1.638878566,1.422815191,1.652247357,0,1.505178665,1.611955202,1.347136863,1.429264364,1.942477336,1.636206456,1.381774664
05071,0.551726548,0.836301801,0.59850379,0.840622109,0.883151884,0,0.704042722,0.735380451,0.72163205,0.717893494,0.872086821,0.858545133,0.694014175
05073,0.316352345,0.508785805,0.374874525,0.550435994,0.557207856,0.537510773,0.415676807,0.447643854,0.483542458,0.478162231,0.60974271,0.510291508,0.412569075
05075,0.45806772,0.687638825,0.682165913,0.70940406,0.670013543,0,0.601977426,0.6323307,0.63133747,0.653691874,0.851242662,0.659942437,0.572853272
05077,0.466808045,0.547662877,0.613900306,0.687485787,0.754223872,0,0.558800831,0.631294272,0.613881721,0.642024485,0.839668778,0.64175448,0.507235461
05079,0.369789677,0.551027439,0.498321045,0.526477698,0.657002294,0.474084371,0.501154358,0.525129941,0.526336274,0.54205246,0.710373502,0.641463796,0.460408558
05081,0.491578304,0.801447285,0.578471899,0.798471898,0.836831146,0.873465163,0.585332436,0.705209991,0.672447654,0.669171054,0.823964734,0.737117667,0.646512794
05083,0.392983189,0.6181434,0.542976687,0.664580662,0.658350515,0,0.537207208,0.55280208,0.577566637,0.549253274,0.681812946,0.649626636,0.505563295
05085,1.03325296,1.114141284,1.132249577,1.26391878,1.322791031,0,1.130531302,1.221060067,1.175202198,1.143846023,1.504825717,1.368767342,1.073697122
05087,0.294941535,0.561886112,0.395951465,0.524150247,0.578365368,0,0.481630626,0.450112926,0.517296171,0.488719365,0.569360082,0.588738587,0.428413823
05089,0.368472875,0.60038361,0.456320686,0.575903626,0.64968015,0,0.520821574,0.498901433,0.544981707,0.53505174,0.623493257,0.598405979,0.484428243
05091,1.10254461,1.419031035,1.127621932,1.343817454,1.402534874,1.521495619,1.16666919,1.362647344,1.242845246,1.247241267,1.545585595,1.429288415,1.260787823
05093,1.279127256,1.327220975,1.431444193,1.50764974,1.547665674,0,1.307872095,1.61125733,1.339204025,1.596118635,2.003238212,1.601993912,1.303174115
05095,0.368414689,0.507291118,0.522348285,0.60060356,0.59741095,0,0.526619394,0.54725044,0.552491204,0.562028364,0.72422933,0.614465698,0.437852903
05097,0.19829156,0.403677751,0.352548167,0.445947997,0.513422846,0,0.353891731,0.34355243,0.401892583,0.403202047,0.483433929,0.398850811,0.300984655
05099,0.320779827,0.488229283,0.396294157,0.503652521,0.568027103,0.605710954,0.407106199,0.440301045,0.465396578,0.483665852,0.597343921,0.521159742,0.404504555
05101,0.185794805,0.395994119,0.311882046,0.40927953,0.43514295,0,0.344009966,0.304457605,0.382326418,0.363140011,0.414886457,0.413879269,0.290894462
05103,0.521194434,0.685419313,0.656435376,0.648786888,0.745788195,0.710937617,0.558420807,0.616557714,0.617744677,0.635449198,0.822635411,0.68126074,0.603306873
05105,0.295509388,0.47200848,0.422191399,0.569394305,0.555732282,0,0.441830406,0.443139915,0.51603513,0.473704422,0.589718957,0.530933979,0.383758934
05107,0.680404428,0.726688562,0.7684414,0.822935158,0.919652809,0,0.71480717,0.744686122,0.70146758,0.778275312,1.027157735,0.867263768,0.703546495
05109,0.252243231,0.470134259,0.404985456,0.512553144,0.580954351,0.112409935,0.38510405,0.406557395,0.437070934,0.45393936,0.550821211,0.46559745,0.361188745
05111,0.531892272,0.668420172,0.7069486,0.78113008,0.812249602,0,0.665095933,0.701997887,0.667695826,0.704091708,0.92266238,0.690745467,0.600156222
05113,0.270213373,0.493015786,0.40358293,0.517703657,0.598392162,0.003778853,0.42249068,0.433830412,0.465690489,0.433900215,0.561516617,0.499230587,0.381614579
05115,0.830876837,1.142188845,0.97374117,1.211687911,1.291219448,0,1.1169741,1.162484373,1.033636437,1.05850613,1.360853294,1.335360071,0.986532841
05117,0.343451336,0.495495713,0.514603126,0.564503276,0.574676751,0,0.456657589,0.480877459,0.509548157,0.49200706,0.652623296,0.546346948,0.419473525
05119,7.459015651,6.532424521,5.890207189,7.133045244,7.548646087,0,6.818511623,7.159704015,6.119911204,6.63046934,8.379871462,7.772279071,6.995720086
05121,0.373992259,0.640258682,0.572543028,0.629821774,0.621116202,0,0.514958754,0.54152765,0.568923516,0.550413484,0.705527038,0.576778694,0.507125471
05123,1.025791864,1.072736396,1.147100897,1.233127309,1.320108818,0,1.074752245,1.210924458,1.041501319,1.147090331,1.541238244,1.19675013,1.04926413
05125,1.600571138,1.769145617,1.692184249,1.815034362,1.920657503,0,1.559867199,1.722322624,1.639660105,1.623031202,2.086716199,2.013879087,1.684858378
05127,0.215013604,0.417710853,0.341628628,0.438415962,0.476330108,0,0.355306077,0.35065523,0.414388604,0.384067414,0.467036729,0.418694076,0.316362228
05129,0.239790371,0.421735206,0.337066199,0.453034102,0.461866599,0,0.390534604,0.348777332,0.401965898,0.397008026,0.462671013,0.482691073,0.330762789
05131,2.197038973,3.066335445,2.338309054,2.745349273,2.767777363,0,2.522201468,2.74773752,2.154435312,2.256873365,3.035552232,3.152900013,2.631687209
05133,0.364498054,0.621800165,0.490591011,0.597991034,0.655011205,0.283359679,0.455853486,0.508795565,0.518204553,0.508320161,0.649029136,0.580791553,0.493149109
05135,0.412388324,0.65451017,0.544324414,0.660168066,0.619353161,0,0.547387218,0.568570323,0.558257407,0.578624502,0.746828835,0.675986288,0.533449247
05137,0.337360882,0.564170799,0.439811571,0.591301377,0.571533884,0,0.456280992,0.481644077,0.528320661,0.517041323,0.641143801,0.623095317,0.45076584
05139,0.898431566,1.103690124,0.977434128,0.983048163,1.106718575,1.226381496,0.942587554,0.944958277,0.854379393,0.956825678,1.216366383,1.01330442,1.001060845
