fips,Mean_2019,Mean_2020,Mean_difference
17089,7.20717989,7.608380795,0.401200905
17091,1.82952632,1.89344285,0.06391653
17093,3.232086138,3.368989551,0.136903413
17095,0.909939447,0.928964657,0.01902521
17097,3.515637204,3.777531759,0.261894555
17099,1.312359339,1.3252045,0.012845161
17101,0.894149409,0.907240867,0.013091458
17103,0.797722768,0.729629684,-0.068093084
17105,0.615352803,0.628371005,0.013018202
17107,0.608312083,0.63019124,0.021879157
17109,0.658805896,0.661637449,0.002831553
17111,3.212603978,3.329242378,0.1166384
17113,1.445945039,1.563118372,0.117173333
17115,2.07098672,2.324064588,0.253077868
17117,0.680079774,0.672189996,-0.007889778
17119,5.006435741,5.037032962,0.030597221
17121,1.157105751,1.140062565,-0.017043186
17123,0.47309411,0.426038906,-0.047055204
17125,0.400189628,0.398871877,-0.001317751
17127,0.994506189,0.97389928,-0.020606909
17129,0.447256495,0.442232095,-0.0050244
17131,0.458124884,0.422723035,-0.035401849
17133,1.351871397,1.368698069,0.016826672
17135,0.679294777,0.701395317,0.02210054
17137,0.773495812,0.768047836,-0.005447976
17139,0.493618123,0.53104186,0.037423737
17141,1.439176691,1.3516705,-0.087506191
17143,2.690243068,2.881350293,0.191107225
17145,0.742738025,0.719269754,-0.023468271
17147,0.514471165,0.557594981,0.043123816
17149,0.458269423,0.388993729,-0.069275694
17151,0.383062272,0.341382074,-0.041680198
17153,0.632246446,0.629128984,-0.003117462
17155,0.715024376,0.610823702,-0.104200674
17157,0.867298471,0.869789793,0.002491322
17159,0.820024264,0.783924616,-0.036099648
17161,3.734257456,3.74693926,0.012681804
17163,5.530167245,5.96591246,0.435745215
17165,0.900048049,0.913674613,0.013626564
17167,2.305076204,2.483974703,0.178898499
17169,0.369107812,0.354151653,-0.014956159
17171,0.433030456,0.371889582,-0.061140874
17173,0.475771768,0.475881378,0.00010961
17175,0.418848991,0.365645068,-0.053203923
17177,0.936957064,0.892476449,-0.044480615
17179,2.039361317,2.135605763,0.096244446
17181,0.616647195,0.569727928,-0.046919267
17183,0.997707133,1.124405162,0.126698029
17185,0.68359566,0.653746177,-0.029849483
17187,0.523805471,0.47556049,-0.048244981
17189,0.767353489,0.741494647,-0.025858842
17191,0.482024534,0.425522368,-0.056502166
17193,1.350575796,1.242939058,-0.107636738
17195,0.855125463,0.807843058,-0.047282405
17197,8.691859925,8.896173635,0.20431371
17199,2.013177299,1.988850774,-0.024326525
17201,4.914697291,5.089955633,0.175258342
17203,0.77322996,0.781232001,0.008002041
18001,1.040011402,1.078612702,0.0386013
18003,5.804017089,5.955937233,0.151920144
18005,1.797391072,1.99068606,0.193294988
18007,0.414769276,0.405706598,-0.009062678
18009,0.860480082,0.928006074,0.067525992
18011,1.993401083,2.229694871,0.236293788
18013,0.472387107,0.497967619,0.025580512
18015,0.653262827,0.660579569,0.007316742
18017,0.968430816,1.080365912,0.111935096
18019,3.506796998,3.559698899,0.052901901
18021,0.744104976,0.830826911,0.086721935
18023,1.027925754,1.123741958,0.095816204
18025,0.576480701,0.515995614,-0.060485087
18027,1.010661702,0.928911566,-0.081750136
18029,1.294040372,1.495972134,0.201931762
18031,1.023736188,1.118500517,0.094764329
18033,1.794093128,1.671952583,-0.122140545
18035,2.404458086,2.938583695,0.534125609
18037,1.404732662,1.373798035,-0.030934627
18039,4.679084631,4.088373083,-0.590711548
18041,0.812358012,0.928101643,0.115743631
18043,4.080644304,4.195144959,0.114500655
18045,0.531584424,0.529281512,-0.002302912
18047,0.56300897,0.618031331,0.055022361
18049,0.600707744,0.596915042,-0.003792702
18051,1.325766296,1.321266731,-0.004499565
18053,1.768698028,2.035238565,0.266540537
18055,0.564532994,0.551143129,-0.013389865
18057,6.155345603,6.704954813,0.54960921
18059,2.700414669,2.824989585,0.124574916
18061,0.979731265,0.927196654,-0.052534611
18063,4.089534487,4.703629819,0.614095332
18065,1.128104808,1.376729247,0.248624439
18067,2.524768062,3.023327969,0.498559907
18069,1.101894661,1.162757218,0.060862557
18071,1.023877946,1.18139137,0.157513424
18073,0.852518045,0.826878215,-0.02563983
18075,0.649100442,0.75252444,0.103423998
18077,0.970943754,0.971737082,0.000793328
18079,0.804494957,0.970607012,0.166112055
18081,3.86909529,4.300630299,0.431535009
18083,1.249634861,1.212121569,-0.037513292
18085,1.339323063,1.228138516,-0.111184547
18087,0.97304956,0.838784972,-0.134264588
18089,7.894572074,8.365480305,0.470908231
18091,1.883338037,1.700800567,-0.18253747
18093,1.076820061,1.07501889,-0.001801171
18095,2.418941803,2.834110362,0.415168559
18097,19.7953178,22.73302014,2.93770234
18099,1.059471675,0.977273658,-0.082198017
18101,0.663137226,0.597955746,-0.06518148
18103,1.332846353,1.47620537,0.143359017
18105,2.270466546,2.5229924,0.252525854
18107,0.925888631,0.973496416,0.047607785
18109,1.1538288,1.325121131,0.171292331
18111,0.53815984,0.500161469,-0.037998371
18113,1.211157966,1.061131369,-0.150026597
18115,0.568143015,0.623662847,0.055519832
18117,0.681990843,0.651683917,-0.030306926
18119,0.472994536,0.503534459,0.030539923
18121,0.465887765,0.483983222,0.018095457
18123,0.635504956,0.583390644,-0.052114312
18125,0.653888676,0.589899504,-0.063989172
18127,3.00303711,3.123323081,0.120285971
18129,1.276497868,1.172214381,-0.104283487
18131,0.491695746,0.445732623,-0.045963123
18133,0.800893744,0.904994387,0.104100643
18135,0.634790263,0.725796623,0.09100636
18137,0.689499303,0.79273048,0.103231177
18139,0.612667897,0.643918486,0.031250589
18141,5.710765992,5.386481392,-0.3242846
18143,1.48483829,1.444507831,-0.040330459
18145,1.197174138,1.266409038,0.0692349
18147,0.964359514,0.925839689,-0.038519825
18149,0.733480293,0.687024431,-0.046455862
18151,1.422014542,1.292879429,-0.129135113
18153,0.74223076,0.750983758,0.008752998
18155,0.562162273,0.592448579,0.030286306
18157,2.893108307,3.191715385,0.298607078
18159,0.859645797,0.985231492,0.125585695
18161,0.529391518,0.569467217,0.040075699
18163,7.472597414,7.945774287,0.473176873
18165,0.794515517,0.864921997,0.07040648
18167,2.597500525,2.939619328,0.342118803
18169,0.834541267,0.836892298,0.002351031
18171,0.451341277,0.425938593,-0.025402684
18173,1.655652734,1.637039122,-0.018613612
18175,0.679575955,0.627888463,-0.051687492
18177,1.705462875,2.005684993,0.300222118
18179,0.881802978,0.923957871,0.042154893
18181,0.743405823,0.711666253,-0.03173957
18183,1.278749535,1.268634467,-0.010115068
19001,0.423181291,0.428128891,0.0049476
19003,0.348400383,0.328304106,-0.020096277
19005,0.433022983,0.411560046,-0.021462937
19007,0.46766155,0.438513536,-0.029148014
19009,0.409902775,0.381821876,-0.028080899
19011,0.637138785,0.622254202,-0.014884583
19013,2.778449474,2.954934897,0.176485423
19015,0.680754266,0.708218768,0.027464502
19017,0.790390675,0.796112155,0.00572148
19019,0.674037775,0.620505847,-0.053531928
19021,0.688405047,0.656391557,-0.03201349
19023,0.515200431,0.475558891,-0.03964154
19025,0.450075643,0.428983063,-0.02109258
19027,0.684386604,0.668598161,-0.015788443
19029,0.526124366,0.543194015,0.017069649
19031,0.595839267,0.556939749,-0.038899518
19033,1.47257507,1.287305485,-0.185269585
19035,0.54163164,0.503442624,-0.038189016
19037,0.527814062,0.485629118,-0.042184944
19039,0.525607741,0.507071546,-0.018536195
19041,0.630702986,0.634222504,0.003519518
19043,0.492622236,0.451131345,-0.041490891
19045,0.99967872,1.043056694,0.043377974
19047,0.508655415,0.482704312,-0.025951103
19049,1.839016711,1.949461809,0.110445098
19051,0.341390271,0.284256001,-0.05713427
19053,0.385574933,0.366324068,-0.019250865
19055,0.643629753,0.576918255,-0.066711498
19057,1.060397108,1.082310739,0.021913631
19059,1.032996651,1.105873512,0.072876861
19061,1.67432547,1.548746881,-0.125578589
19063,0.492860356,0.499113919,0.006253563
19065,0.570319548,0.528969646,-0.041349902
19067,0.674237811,0.637962295,-0.036275516
19069,0.527924294,0.481250789,-0.046673505
19071,0.405357345,0.413477203,0.008119858
19073,0.460258552,0.450268826,-0.009989726
19075,0.533116119,0.512368361,-0.020747758
19077,0.418371431,0.412736713,-0.005634718
19079,0.589732311,0.594671059,0.004938748
19081,0.567013682,0.575097457,0.008083775
19083,0.649276125,0.628293783,-0.020982342
19085,0.487200501,0.45980158,-0.027398921
19087,0.651658639,0.645728268,-0.005930371
19089,0.488347163,0.46182646,-0.026520703
19091,0.491932972,0.478188533,-0.013744439
19093,0.504586904,0.474362857,-0.030224047
19095,0.551539636,0.550220412,-0.001319224
19097,0.547395349,0.47408034,-0.073315009
19099,0.770743921,0.763760246,-0.006983675
19101,0.521541267,0.491002956,-0.030538311
19103,2.077308035,2.10480936,0.027501325
19105,0.590354772,0.537669092,-0.05268568
19107,0.403686397,0.375807928,-0.027878469
19109,0.485914742,0.460357289,-0.025557453
19111,0.866626854,0.922485142,0.055858288
19113,3.083266116,3.290726336,0.20746022
19115,0.491109785,0.476956165,-0.01415362
19117,0.435422919,0.419880231,-0.015542688
19119,0.579264615,0.581382037,0.002117422
19121,0.51147572,0.489171952,-0.022303768
19123,0.620408177,0.620432072,2.3895E-05
19125,0.751888614,0.784806834,0.03291822
19127,0.871347351,0.911784652,0.040437301
19129,0.709232749,0.744130956,0.034898207
19131,0.555143972,0.54535912,-0.009784852
19133,0.38974893,0.344141582,-0.045607348
19135,0.574343434,0.543433141,-0.030910293
19137,0.483629983,0.490743825,0.007113842
19139,1.385878406,1.431519228,0.045640822
19141,0.628163648,0.612417909,-0.015745739
19143,0.5342521,0.517465446,-0.016786654
19145,0.461404191,0.475024561,0.01362037
19147,0.46949654,0.455434096,-0.014062444
19149,0.670261708,0.612617499,-0.057644209
19151,0.415857604,0.38550751,-0.030350094
19153,8.603484688,9.436195692,0.832711004
19155,1.637062845,1.773989851,0.136927006
19157,0.612181317,0.619140383,0.006959066
19159,0.32652399,0.297892774,-0.028631216
19161,0.48804114,0.466318348,-0.021722792
19163,3.744076274,3.705248307,-0.038827967
19165,0.433105288,0.411333351,-0.021771937
19167,0.983957524,0.987139942,0.003182418
19169,1.682666648,1.808624319,0.125957671
19171,0.546646013,0.531031587,-0.015614426
19173,0.320618786,0.297733093,-0.022885693
19175,0.517840791,0.503556589,-0.014284202
19177,0.3168047,0.276045733,-0.040758967
19179,1.0317821,1.092897007,0.061114907
19181,1.066537264,1.077269699,0.010732435
19183,0.59618624,0.567779571,-0.028406669
19185,0.331278675,0.293300319,-0.037978356
19187,1.000128325,1.035841817,0.035713492
19189,0.561979579,0.57638821,0.014408631
19191,0.529660829,0.508573191,-0.021087638
19193,1.732225581,1.576526805,-0.155698776
19195,0.583376562,0.59444646,0.011069898
19197,0.582424892,0.565695622,-0.01672927
20001,0.594894922,0.550431142,-0.04446378
20003,0.36200715,0.323446672,-0.038560478
20005,0.519954578,0.601685254,0.081730676
20007,0.283983957,0.249824925,-0.034159032
20009,0.563264685,0.622961841,0.059697156
20011,0.421791032,0.376656956,-0.045134076
20013,0.412711599,0.412972235,0.000260636
20015,0.742311798,0.761853235,0.019541437
20017,0.292236711,0.259007761,-0.03322895
20019,0.297796906,0.25266765,-0.045129256
20021,0.676705272,0.605580208,-0.071125064
20023,0.249373385,0.224550721,-0.024822664
20025,0.272261567,0.23410207,-0.038159497
20027,0.323318496,0.317221271,-0.006097225
20029,0.33938401,0.340164518,0.000780508
20031,0.410064775,0.389111699,-0.020953076
20033,0.26155218,0.228805748,-0.032746432
20035,0.584503728,0.54485614,-0.039647588
20037,0.757709213,0.692954049,-0.064755164
20039,0.252321557,0.235012231,-0.017309326
20041,0.433858925,0.471944698,0.038085773
20043,0.516013769,0.497924123,-0.018089646
20045,1.809764722,1.985066072,0.17530135
20047,0.305266033,0.269727273,-0.03553876
20049,0.291382402,0.246693122,-0.04468928
20051,0.549989774,0.575944432,0.025954658
20053,0.355816609,0.401973954,0.046157345
20055,0.56959502,0.591300068,0.021705048
20057,0.67583815,0.658247468,-0.017590682
20059,0.750980735,0.705765901,-0.045214834
20061,1.046375626,1.147183795,0.100808169
20063,0.259398366,0.251821736,-0.00757663
20065,0.245834459,0.225863172,-0.019971287
20067,0.429672404,0.440454102,0.010781698
20069,0.365863439,0.351375995,-0.014487444
20071,0.245665339,0.230768973,-0.014896366
20073,0.301304353,0.263063491,-0.038240862
20075,0.27939237,0.259792486,-0.019599884
20077,0.326696035,0.321019469,-0.005676566
20079,0.753066336,0.837057417,0.083991081
20081,0.348900298,0.319930205,-0.028970093
20083,0.274281239,0.238785077,-0.035496162
20085,0.389893779,0.381746656,-0.008147123
20087,0.449616223,0.459361017,0.009744794
20089,0.257810466,0.232751407,-0.025059059
20091,10.8384822,12.12141488,1.28293268
20093,0.296610879,0.277119322,-0.019491557
20095,0.336480884,0.314618243,-0.021862641
20097,0.296571016,0.270424115,-0.026146901
20099,0.600190199,0.523545845,-0.076644354
20101,0.262965317,0.271561347,0.00859603
20103,1.592729154,1.675904837,0.083175683
20105,0.264822672,0.241108398,-0.023714274
20107,0.412052066,0.40225586,-0.009796206
20109,0.247640872,0.240755166,-0.006885706
20111,0.630870116,0.613010591,-0.017859525
20113,0.723239545,0.85352247,0.130282925
20115,0.390850272,0.398243953,0.007393681
20117,0.324943803,0.344917951,0.019974148
20119,0.288323375,0.253627709,-0.034695666
20121,0.731064174,0.695749158,-0.035315016
20123,0.302387703,0.30064307,-0.001744633
20125,1.012433248,0.931198737,-0.081234511
20127,0.324703047,0.29905708,-0.025645967
20129,0.299864837,0.254581158,-0.045283679
20131,0.353948192,0.330650353,-0.023297839
20133,0.627709431,0.583187916,-0.044521515
20135,0.255094288,0.242639106,-0.012455182
20137,0.289896438,0.291384964,0.001488526
20139,0.399007422,0.395721174,-0.003286248
20141,0.258843006,0.239744422,-0.019098584
20143,0.280642127,0.2632004,-0.017441727
20145,0.345947892,0.350945864,0.004997972
20147,0.282166572,0.276576019,-0.005590553
20149,0.464099303,0.447769767,-0.016329536
20151,0.405221024,0.394294382,-0.010926642
20153,0.242276027,0.221709731,-0.020566296
20155,0.700601233,0.815058839,0.114457606
20157,0.322570308,0.31879757,-0.003772738
20159,0.445413816,0.482534503,0.037120687
20161,1.043323748,1.090061571,0.046737823
20163,0.284490952,0.272460391,-0.012030561
20165,0.280299884,0.268388361,-0.011911523
20167,0.352801367,0.373992093,0.021190726
20169,0.878586025,1.057784836,0.179198811
20171,0.347129244,0.380927946,0.033798702
20173,4.930163479,5.253673453,0.323509974
20175,0.765556891,0.749195811,-0.01636108
20177,2.952108845,3.299504666,0.347395821
20179,0.249263999,0.23630536,-0.012958639
20181,0.309469343,0.296396509,-0.013072834
20183,0.264595725,0.246964482,-0.017631243
20185,0.300054702,0.279182413,-0.020872289
20187,0.270314668,0.258482641,-0.011832027
20189,0.390321193,0.353997339,-0.036323854
20191,0.514587826,0.459472472,-0.055115354
20193,0.354088097,0.363245614,0.009157517
20195,0.27118875,0.251429963,-0.019758787
20197,0.318767177,0.28703565,-0.031731527
20199,0.23247566,0.215703166,-0.016772494
20201,0.276537791,0.265283845,-0.011253946
20203,0.254062294,0.264005459,0.009943165
20205,0.422588862,0.379121231,-0.043467631
20207,0.293915924,0.262536944,-0.03137898
20209,15.28382939,16.64713756,1.36330817
21001,0.632490122,0.604709674,-0.027780448
21003,0.656282813,0.617551463,-0.03873135
21005,0.939353741,1.006083386,0.066729645
21007,0.847707728,0.799784614,-0.047923114
21009,1.155240146,1.141740455,-0.013499691
21011,0.536569628,0.549975692,0.013406064
21013,0.847334098,0.871518212,0.024184114
21015,5.465842771,6.347872097,0.882029326
21017,0.789935552,0.874054536,0.084118984
21019,3.897056581,4.344783308,0.447726727
21021,1.76701274,1.792102476,0.025089736
21023,0.519455792,0.526327761,0.006871969
21025,0.417084995,0.431912723,0.014827728
21027,0.554412791,0.515557796,-0.038854995
21029,2.905921368,2.892312858,-0.01360851
21031,0.610511311,0.536095485,-0.074415826
21033,0.688200929,0.674220608,-0.013980321
21035,1.054203574,1.094571976,0.040368402
21037,4.012584587,4.322339966,0.309755379
21039,0.468502183,0.425953741,-0.042548442
21041,2.104032892,2.078969937,-0.025062955
21043,0.80802754,0.858829571,0.050802031
21045,0.541248395,0.509423968,-0.031824427
21047,1.482993478,1.461076751,-0.021916727
21049,1.467828722,1.52861979,0.060791068
21051,0.634233403,0.609639083,-0.02459432
21053,0.737125877,0.679574284,-0.057551593
21055,0.516177706,0.468914787,-0.047262919
21057,0.397884615,0.348396371,-0.049488244
21059,2.250438306,2.238745809,-0.011692497
21061,0.549237568,0.498807329,-0.050430239
21063,0.472125543,0.455622166,-0.016503377
21065,0.645504784,0.641485943,-0.004018841
21067,9.155130347,9.989858984,0.834728637
21069,0.532144775,0.545106212,0.012961437
21071,0.928257449,1.078578293,0.150320844
21073,2.227235292,2.566022959,0.338787667
21075,0.636499376,0.604129038,-0.032370338
21077,1.502323155,1.517052744,0.014729589
21079,0.822183019,0.781303298,-0.040879721
21081,0.975034963,1.041549569,0.066514606
21083,0.809017937,0.766671709,-0.042346228
21085,0.731215116,0.695817555,-0.035397561
21087,0.561543322,0.538993451,-0.022549871
21089,1.146615811,1.187249984,0.040634173
21091,1.142139054,1.086632081,-0.055506973
21093,2.049264654,2.069799775,0.020535121
21095,0.682888329,0.768580452,0.085692123
21097,0.61512002,0.672562194,0.057442174
21099,0.709749867,0.693855581,-0.015894286
21101,1.452654859,1.449579115,-0.003075744
21103,0.698421648,0.679334374,-0.019087274
21105,0.465820603,0.421267229,-0.044553374
21107,1.377967633,1.400949448,0.022981815
21109,0.548138904,0.508783197,-0.039355707
21111,20.29614019,21.5926941,1.29655391
21113,2.535509642,2.603533057,0.068023415
21115,0.842089953,0.882694885,0.040604932
21117,5.655233711,6.151239391,0.49600568
21119,0.540879525,0.589549427,0.048669902
21121,1.038851369,1.054733145,0.015881776
21123,0.751181507,0.72109358,-0.030087927
21125,1.749872226,1.713002388,-0.036869838
21127,0.555095974,0.578503652,0.023407678
21129,0.529641117,0.548059702,0.018418585
21131,0.435466852,0.453386174,0.017919322
21133,0.69733473,0.771116582,0.073781852
21135,0.44708377,0.430976484,-0.016107286
21137,0.794174332,0.771658673,-0.022515659
21139,0.842992921,0.811202702,-0.031790219
21141,0.911206789,0.829803646,-0.081403143
21143,0.773136609,0.733573701,-0.039562908
21145,3.499607843,3.829470713,0.32986287
21147,0.590118384,0.556885016,-0.033233368
21149,0.669285072,0.621099854,-0.048185218
21151,2.279780753,2.27095578,-0.008824973
21153,0.498082732,0.527834076,0.029751344
21155,0.865814723,0.827316899,-0.038497824
21157,1.706940982,1.74608137,0.039140388
21159,0.616727221,0.656386602,0.039659381
21161,1.019962719,1.041255044,0.021292325
21163,0.994049368,0.981339609,-0.012709759
21165,0.396155735,0.389761565,-0.00639417
21167,1.034103061,0.99183592,-0.042267141
21169,0.543871823,0.528168183,-0.01570364
21171,0.524340673,0.474007841,-0.050332832
21173,1.318408417,1.442351473,0.123943056
21175,0.446234499,0.440164818,-0.006069681
21177,1.056084112,1.025749012,-0.0303351
21179,1.111384248,1.068888115,-0.042496133
21181,0.444912729,0.475031935,0.030119206
21183,0.681119236,0.635427843,-0.045691393
21185,2.680422201,2.643217408,-0.037204793
21187,0.513033357,0.49653409,-0.016499267
21189,0.404821112,0.390652787,-0.014168325
21191,0.61755535,0.626013943,0.008458593
21193,0.981714353,1.151831567,0.170117214
21195,0.895501765,1.039341801,0.143840036
21197,0.683334542,0.737635462,0.05430092
21199,1.269154062,1.215474239,-0.053679823
21201,0.394187215,0.388416612,-0.005770603
21203,0.725332538,0.675932663,-0.049399875
21205,1.086700222,0.990359038,-0.096341184
21207,0.956933271,0.903582008,-0.053351263
21209,1.992321891,2.307438222,0.315116331
21211,1.542341384,1.638265072,0.095923688
21213,1.576969525,1.500464134,-0.076505391
21215,0.931497613,0.872528696,-0.058968917
21217,1.17794203,1.193459655,0.015517625
21219,0.669100194,0.597794628,-0.071305566
21221,0.506208918,0.46627777,-0.039931148
21223,0.949800994,0.894131425,-0.055669569
21225,0.77221961,0.720995299,-0.051224311
21227,2.974412694,2.999810715,0.025398021
21229,0.676972069,0.624805766,-0.052166303
21231,0.609433936,0.55978607,-0.049647866
21233,0.670324789,0.625998825,-0.044325964
21235,1.064027115,1.107517629,0.043490514
21237,0.394858574,0.390541151,-0.004317423
21239,1.481112906,1.505718498,0.024605592
22001,1.688524498,1.707419909,0.018895411
22003,0.698470044,0.664296612,-0.034173432
22005,8.761157986,9.219356215,0.458198229
22007,1.236475802,1.196504917,-0.039970885
22009,0.799141161,0.74224093,-0.056900231
22011,0.671321808,0.647307101,-0.024014707
22013,0.557745264,0.530016729,-0.027728535
22015,2.18138212,2.273347943,0.091965823
22017,3.60991218,3.892933647,0.283021467
22019,5.945174208,6.988117906,1.042943698
22021,0.465789075,0.41203058,-0.053758495
22023,1.30043449,0.953236474,-0.347198016
22025,0.38888515,0.318671169,-0.070213981
22027,0.492104098,0.450118098,-0.041986
22029,0.586767577,0.53722789,-0.049539687
22031,0.912349419,0.937658786,0.025309367
22033,14.75957022,16.07666377,1.31709355
22035,0.458480609,0.400501897,-0.057978712
22037,0.957114088,0.958336467,0.001222379
22039,0.858302112,0.808060394,-0.050241718
22041,0.60544116,0.560782603,-0.044658557
22043,0.557431796,0.50659908,-0.050832716
22045,1.344824561,1.344512199,-0.000312362
22047,2.470881245,2.488477985,0.01759674
22049,0.662682221,0.601798076,-0.060884145
22051,9.116410658,9.525411313,0.409000655
22053,1.148610328,1.097527807,-0.051082521
22055,14.89918837,14.84095732,-0.05823105
22057,1.575807873,1.567329753,-0.00847812
22059,0.556556408,0.485297752,-0.071258656
22061,1.559860067,1.53750466,-0.022355407
22063,2.512884096,2.622066487,0.109182391
22065,0.580063897,0.536192297,-0.0438716
22067,0.611610875,0.566659377,-0.044951498
22069,0.660061195,0.611356164,-0.048705031
22071,11.61297663,11.99589091,0.38291428
22073,3.374371995,3.45141317,0.077041175
22075,0.724365185,0.674496165,-0.04986902
22077,0.920037125,0.890121412,-0.029915713
22079,1.443595289,1.398233513,-0.045361776
22081,0.702153831,1.58662316,0.884469329
22083,0.759785045,0.70209047,-0.057694575
22085,0.673069801,0.573745633,-0.099324168
22087,0.654860357,0.597920151,-0.056940206
22089,5.008885969,6.272601865,1.263715896
22091,0.914176809,0.929427055,0.015250246
22093,3.632485854,3.646677276,0.014191422
22095,3.043411594,3.190522911,0.147111317
22097,1.637897029,1.590245135,-0.047651894
22099,1.452635722,1.449047817,-0.003587905
22101,1.211080793,1.158043103,-0.05303769
22103,2.333777907,2.29196727,-0.041810637
22105,2.287543308,2.307926985,0.020383677
22107,0.380660542,0.324555861,-0.056104681
22109,1.238350751,1.192233218,-0.046117533
22111,0.522732944,0.467442978,-0.055289966
22113,0.900979194,0.852995428,-0.047983766
22115,0.720299215,0.678246234,-0.042052981
22117,1.164692637,1.131596239,-0.033096398
22119,0.931186043,0.948544655,0.017358612
22121,5.661973274,5.50118537,-0.160787904
22123,0.576542627,0.517639743,-0.058902884
22125,0.901546041,0.853400145,-0.048145896
22127,0.489759868,0.429873786,-0.059886082
23001,1.266564813,1.390080542,0.123515729
23003,0.270287557,0.285140807,0.01485325
23005,1.452491954,1.551800657,0.099308703
23007,0.288531032,0.274920033,-0.013610999
23009,0.274288629,0.252637399,-0.02165123
23011,0.821189124,0.909922801,0.088733677
23013,0.29642731,0.289673304,-0.006754006
23015,0.343588894,0.337742602,-0.005846292
23017,0.316281912,0.309862128,-0.006419784
23019,0.440016452,0.450192613,0.010176161
23021,0.208447389,0.186645542,-0.021801847
23023,0.604198707,0.626983037,0.02278433
23025,0.390615169,0.531848814,0.141233645
23027,0.348396176,0.352926359,0.004530183
23029,0.246329978,0.223261113,-0.023068865
23031,0.937899593,0.983089557,0.045189964
24001,1.205293488,1.326109536,0.120816048
24003,6.88099792,7.436805311,0.555807391
24005,7.361800417,8.004514346,0.642713929
24009,1.50023843,1.622523014,0.122284584
24011,0.724837953,0.855193233,0.13035528
24013,1.957252152,2.231832173,0.274580021
24015,1.826479418,1.952243296,0.125763878
24017,1.789733275,1.894931235,0.10519796
24019,0.492736018,0.518570178,0.02583416
24021,2.559400964,2.793586288,0.234185324
24023,0.548122508,0.564012963,0.015890455
24025,2.838249476,3.252131049,0.413881573
24027,7.052921634,7.800317392,0.747395758
24029,0.622611534,0.652564899,0.029953365
24031,7.690924129,9.070732602,1.379808473
24033,10.95013227,12.13375151,1.18361924
24035,0.816483431,0.913171964,0.096688533
24037,0.98277799,1.065283177,0.082505187
24039,0.509620937,0.524981398,0.015360461
24041,0.69841438,0.826870981,0.128456601
24043,2.72901754,2.821828078,0.092810538
24045,1.941439307,2.180832114,0.239392807
24047,1.002518795,1.08896155,0.086442755
24510,42.95496494,47.20130375,4.24633881
25001,0.78156988,0.794307993,0.012738113
25003,0.806974116,0.848403606,0.04142949
25005,3.538588872,3.834242119,0.295653247
25007,0.275892578,0.259167089,-0.016725489
25009,3.520430615,3.787454346,0.267023731
25011,0.544411375,0.561278706,0.016867331
25013,3.721982847,4.168205096,0.446222249
25015,1.138649524,1.238835752,0.100186228
25017,6.340934204,6.794958991,0.454024787
25019,0.288077698,0.270188525,-0.017889173
25021,6.216210964,6.785497455,0.569286491
25023,2.017147593,2.245112155,0.227964562
25025,20.73990481,21.88699091,1.1470861
25027,2.466688962,2.614733559,0.148044597
26001,0.187174631,0.183563236,-0.003611395
26003,0.17097362,0.167321833,-0.003651787
26005,0.631134789,0.597953583,-0.033181206
26007,0.282041547,0.327601859,0.045560312
26009,0.387873796,0.420334016,0.03246022
26011,0.352350975,0.355138889,0.002787914
26013,0.286862886,0.303803436,0.01694055
26015,0.707450397,0.663302917,-0.04414748
26017,1.332711845,1.4369531,0.104241255
26019,0.260649386,0.249246346,-0.01140304
26021,0.976185856,0.885435404,-0.090750452
26023,2.771116769,7.086314377,4.315197608
26025,1.811327614,1.820809231,0.009481617
26027,1.083534234,0.954533869,-0.129000365
26029,0.262690309,0.284706852,0.022016543
26031,0.337559567,0.381207448,0.043647881
26033,0.347089971,0.387889771,0.0407998
26035,0.50841417,0.527493436,0.019079266
26037,1.196889954,1.170337918,-0.026552036
26039,0.494222006,0.49880731,0.004585304
26041,0.338388455,0.363422244,0.025033789
26043,0.533246742,0.58414846,0.050901718
26045,1.762271269,1.728269462,-0.034001807
26047,0.37255654,0.427501208,0.054944668
26049,4.860607379,5.364557747,0.503950368
26051,0.444010796,0.442950646,-0.00106015
26053,0.325762998,0.312746223,-0.013016775
26055,1.073193291,1.286138398,0.212945107
26057,0.764400852,0.752769989,-0.011630863
26059,0.719973585,0.658942446,-0.061031139
26061,0.364705592,0.406586431,0.041880839
26063,0.31338068,0.312095187,-0.001285493
26065,4.226828746,4.074871097,-0.151957649
26067,1.019746539,1.022006676,0.002260137
26069,0.249600185,0.251081702,0.001481517
26071,0.285840937,0.26316396,-0.022676977
26073,0.973097021,1.005087895,0.031990874
26075,1.700159306,1.59349547,-0.106663836
26077,3.158667742,3.175643954,0.016976212
26079,0.408327232,0.421277583,0.012950351
26081,4.653472281,4.974280987,0.320808706
26083,0.144541752,0.137772025,-0.006769727
26085,0.33738912,0.314601698,-0.022787422
26087,0.997689345,1.053252967,0.055563622
26089,0.185676145,0.181156032,-0.004520113
26091,1.034289363,0.945785907,-0.088503456
26093,2.06022097,2.012938546,-0.047282424
26095,0.202720548,0.188303053,-0.014417495
26097,0.226340233,0.229817604,0.003477371
26099,9.625497518,9.943302619,0.317805101
26101,0.343520613,0.326697223,-0.01682339
26103,0.358446145,0.417942046,0.059495901
26105,0.335511587,0.311424064,-0.024087523
26107,0.646170732,0.658273477,0.012102745
26109,0.35729193,0.366161658,0.008869728
26111,1.419324323,1.505884175,0.086559852
