fips,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Mean
05033,0.859631153,1.283550715,1.000314409,1.18139429,1.175418286,0,1.028666815,1.146142652,1.031813132,1.021914231,1.320614374,1.395572713,1.047832093
05035,2.230854286,2.113578121,2.6127112,2.225193054,2.421052076,0,2.587270912,2.361688582,2.085719093,2.189340345,2.72650079,2.126103105,2.319047869
05037,0.599813468,0.679530419,0.750288472,0.83221993,0.871957487,0,0.72110834,0.745945124,0.714898599,0.732636373,0.958607524,0.764193687,0.676544119
05039,0.286707443,0.453138364,0.401781456,0.461393916,0.532328329,0.43920847,0.393580386,0.403564967,0.427692229,0.451452509,0.570861429,0.507543174,0.380542421
05041,0.380506866,0.583118326,0.539777929,0.579099848,0.655061874,0.729078657,0.521447703,0.558531955,0.556546872,0.582327513,0.751451939,0.655135615,0.501134373
05043,0.385759171,0.588218457,0.532649285,0.560426057,0.63462576,0.705874321,0.505222899,0.508309756,0.540651423,0.55592614,0.700271424,0.650594668,0.502208971
05045,1.903091983,2.030570059,1.93513461,2.271513359,2.261508257,0,2.013968998,2.135123396,1.968892514,2.058506016,2.535498676,2.579770551,1.956265551
05047,0.392402924,0.654792757,0.50187609,0.654909467,0.685723167,0,0.537851222,0.563525305,0.59157177,0.571026395,0.723958332,0.686532503,0.516357257
05049,0.265967673,0.49300862,0.394086207,0.497092672,0.510641162,0,0.425336207,0.404209052,0.444505388,0.448325431,0.541607757,0.500471983,0.384354167
05051,1.449063692,1.804053,1.584150628,1.819020918,1.951339841,0,1.532220363,1.810547653,1.522134823,1.59967736,2.01535193,1.854390513,1.61242244
05053,0.435455528,0.587856911,0.625677077,0.638843616,0.704986488,0,0.535755971,0.583807414,0.619113799,0.615866204,0.76988328,0.731045064,0.549663172
05055,1.024005526,1.249380753,1.268076654,1.286380062,1.18174148,0,1.079087246,1.236815148,1.133009896,1.217313536,1.607419427,1.157527623,1.180487644
05057,0.628725225,0.822440681,0.678503769,0.867003813,0.94990881,1.037201078,0.694586396,0.783005489,0.755471294,0.763516329,0.951803292,0.850470828,0.709889892
05059,0.654300683,0.885062872,0.841561879,0.871094198,1.040842707,0,0.736551951,0.90238694,0.841765937,0.882721154,1.080122432,0.947356055,0.793641811
05061,0.390992279,0.613142791,0.510058776,0.60906304,0.705329029,0.493538088,0.479028466,0.526372019,0.527264031,0.530464447,0.661302293,0.5706062,0.504731282
05063,0.795683208,1.029850602,0.895299666,1.104596365,0.942350166,0,0.849253013,0.975916477,0.923960334,0.960587104,1.256594442,1.140332867,0.906944492
05065,0.316030087,0.562731971,0.447023427,0.594408589,0.595932475,0,0.489593477,0.493414102,0.51844281,0.523442811,0.641399861,0.590564997,0.441928495
05067,0.606450935,0.755814245,0.711234503,0.861931076,0.75416579,0,0.696927925,0.750085101,0.708459758,0.759499895,1.027327169,0.833562721,0.691166561
05069,1.408172896,1.355376433,1.638878566,1.422815191,1.652247357,0,1.505178665,1.611955202,1.347136863,1.429264364,1.942477336,1.636206456,1.467475965
05071,0.551726548,0.836301801,0.59850379,0.840622109,0.883151884,0,0.704042722,0.735380451,0.72163205,0.717893494,0.872086821,0.858545133,0.66217738
05073,0.316352345,0.508785805,0.374874525,0.550435994,0.557207856,0.537510773,0.415676807,0.447643854,0.483542458,0.478162231,0.60974271,0.510291508,0.400004225
05075,0.45806772,0.687638825,0.682165913,0.70940406,0.670013543,0,0.601977426,0.6323307,0.63133747,0.653691874,0.851242662,0.659942437,0.609290819
05077,0.466808045,0.547662877,0.613900306,0.687485787,0.754223872,0,0.558800831,0.631294272,0.613881721,0.642024485,0.839668778,0.64175448,0.542790409
05079,0.369789677,0.551027439,0.498321045,0.526477698,0.657002294,0.474084371,0.501154358,0.525129941,0.526336274,0.54205246,0.710373502,0.641463796,0.473046054
05081,0.491578304,0.801447285,0.578471899,0.798471898,0.836831146,0.873465163,0.585332436,0.705209991,0.672447654,0.669171054,0.823964734,0.737117667,0.623832496
05083,0.392983189,0.6181434,0.542976687,0.664580662,0.658350515,0,0.537207208,0.55280208,0.577566637,0.549253274,0.681812946,0.649626636,0.518034426
05085,1.03325296,1.114141284,1.132249577,1.26391878,1.322791031,0,1.130531302,1.221060067,1.175202198,1.143846023,1.504825717,1.368767342,1.093214607
05087,0.294941535,0.561886112,0.395951465,0.524150247,0.578365368,0,0.481630626,0.450112926,0.517296171,0.488719365,0.569360082,0.588738587,0.417593037
05089,0.368472875,0.60038361,0.456320686,0.575903626,0.64968015,0,0.520821574,0.498901433,0.544981707,0.53505174,0.623493257,0.598405979,0.475059057
05091,1.10254461,1.419031035,1.127621932,1.343817454,1.402534874,1.521495619,1.16666919,1.362647344,1.242845246,1.247241267,1.545585595,1.429288415,1.216399192
05093,1.279127256,1.327220975,1.431444193,1.50764974,1.547665674,0,1.307872095,1.61125733,1.339204025,1.596118635,2.003238212,1.601993912,1.345930808
