fips,Mean_ntl_2020,Mean_ntl_2019,mean_ntl
16001,2.876947697,2.755335086,2.816141392
16003,0.270028613,0.189553897,0.229791255
16005,0.695952905,0.781567311,0.738760108
16007,0.290521029,0.253451187,0.271986108
16009,0.29070511,0.277443219,0.284074165
16011,0.392007265,0.356158425,0.374082845
16013,0.257168465,0.215340867,0.236254666
16015,0.242895133,0.196107229,0.219501181
16017,0.269985024,0.274404286,0.272194655
16019,0.758161828,0.704231608,0.731196718
16021,0.212605052,0.208383033,0.210494043
16023,0.298172988,0.252588627,0.275380808
16025,0.236641526,0.192655828,0.214648677
16027,2.428401162,2.253486467,2.340943815
16029,0.389413695,0.332491157,0.360952426
16031,0.408180994,0.322237568,0.365209281
16033,0.244151072,0.196347341,0.220249207
16035,0.235731161,0.194159034,0.214945098
16037,0.229989462,0.185298201,0.207643832
16039,0.303479836,0.26318323,0.283331533
16041,0.316005385,0.283838289,0.299921837
16043,0.287473686,0.226197763,0.256835725
16045,0.350528348,0.301761366,0.326144857
16047,0.450940258,0.404276634,0.427608446
16049,0.224011039,0.178467332,0.201239186
16051,0.394448828,0.333345306,0.363897067
16053,0.751384144,0.766511589,0.758947867
16055,0.890509229,1.041740231,0.96612473
16057,0.359524169,0.366369101,0.362946635
16059,0.231983791,0.181189633,0.206586712
16061,0.284629044,0.250161653,0.267395349
16063,0.269757968,0.229915018,0.249836493
16065,0.76288511,0.703841397,0.733363254
16067,0.501496109,0.463899096,0.482697603
16069,0.557351384,0.556902632,0.557127008
16071,0.260542364,0.214670825,0.237606595
16073,0.214519119,0.173668144,0.194093632
16075,0.618570046,0.538994874,0.57878246
16077,0.310217287,0.275102317,0.292659802
16079,0.241187662,0.211585061,0.226386362
16081,0.357577884,0.295850604,0.326714244
16083,0.522906108,0.509387205,0.516146657
16085,0.241498686,0.189838972,0.215668829
16087,0.334489754,0.201342306,0.26791603
17001,0.90441801,0.916208737,0.910313374
17003,0.76886869,0.720020849,0.74444477
17005,0.804417878,0.759748363,0.782083121
17007,1.912989618,1.957047038,1.935018328
17009,0.490399829,0.468918975,0.479659402
17011,0.623012746,0.592157595,0.607585171
17013,0.454824311,0.39453889,0.424681601
17015,0.613258955,0.563243992,0.588251474
17017,0.480769899,0.470154311,0.475462105
17019,1.88206747,2.227254053,2.054660762
17021,0.696238156,0.752172176,0.724205166
17023,0.558876792,0.605054589,0.581965691
17025,0.645995802,0.609456521,0.627726162
17027,1.297509864,1.296258255,1.29688406
17029,0.965605548,1.095107113,1.030356331
17031,19.20558604,21.74043608,20.47301106
17033,0.815318647,0.878559991,0.846939319
17035,0.506460114,0.508470931,0.507465523
17037,1.598764179,1.644045162,1.621404671
17039,0.643778397,0.700224172,0.672001285
17041,0.668995101,0.77140805,0.720201576
17043,20.4758542,21.99973258,21.23779339
17045,0.473637343,0.476394577,0.47501596
17047,0.571156646,0.522046432,0.546601539
17049,1.537567636,1.585092007,1.561329822
17051,0.578324089,0.536978806,0.557651448
17053,0.501023542,0.534342484,0.517683013
17055,1.193043319,1.192095715,1.192569517
17057,0.469578067,0.461362013,0.46547004
17059,0.508297889,0.450952476,0.479625183
17061,0.422366341,0.379486683,0.400926512
17063,2.05934917,2.00969623,2.0345227
17065,0.590821525,0.553518394,0.57216996
17067,0.434937118,0.401764022,0.41835057
17069,0.484539497,0.472526695,0.478533096
17071,0.445238208,0.406102843,0.425670526
17073,0.848511022,0.800685927,0.824598475
17075,0.485699605,0.485858061,0.485778833
17077,1.144375766,1.150699834,1.1475378
17079,0.502655993,0.483571305,0.493113649
17081,1.185345391,1.215613369,1.20047938
17083,0.788983888,0.741750356,0.765367122
17085,0.58148221,0.510864837,0.546173524
17087,0.583532239,0.54416808,0.56385016
17089,7.20717989,7.608380795,7.407780343
17091,1.82952632,1.89344285,1.861484585
17093,3.232086138,3.368989551,3.300537845
17095,0.909939447,0.928964657,0.919452052
17097,3.515637204,3.777531759,3.646584482
17099,1.312359339,1.3252045,1.31878192
17101,0.894149409,0.907240867,0.900695138
17103,0.797722768,0.729629684,0.763676226
17105,0.615352803,0.628371005,0.621861904
17107,0.608312083,0.63019124,0.619251662
17109,0.658805896,0.661637449,0.660221673
17111,3.212603978,3.329242378,3.270923178
17113,1.445945039,1.563118372,1.504531706
17115,2.07098672,2.324064588,2.197525654
17117,0.680079774,0.672189996,0.676134885
17119,5.006435741,5.037032962,5.021734352
17121,1.157105751,1.140062565,1.148584158
17123,0.47309411,0.426038906,0.449566508
17125,0.400189628,0.398871877,0.399530753
17127,0.994506189,0.97389928,0.984202735
17129,0.447256495,0.442232095,0.444744295
17131,0.458124884,0.422723035,0.44042396
