fips,Jan,Feb,Mar,Apr,May,Jun,July,Aug,Sep,Oct,Nov,Dec,Mean
02090,1.924247359,2.267898041,2.523128571,0,0,0,0,0,0,6.09553715,1.893513576,1.488601987,1.349410557
02100,0.537524247,0.722751769,0.376656426,0,0,0,0,0,0,0.933458971,0.498839002,0.603406885,0.306053108
02105,0.45999743,0.469438764,0.292747696,0,0,0,0,0,0.066865365,0.632376443,0.402754209,0.545643543,0.239151954
02110,0.638978083,0.745080906,0.471218153,0,0,0,0,0,0.022173762,0.826169127,0.49453291,0.617027218,0.31793168
02122,0.612073274,0.598593086,0.551267818,0,0,0,0,0,0,0.554414791,0.568426092,0.684892005,0.297472255
02130,0.341302872,0.376687018,0.240647039,0,0,0,0,0,0.291601538,0.378966368,0.358731662,0.410789847,0.199893862
02150,0.419213648,0.3933796,0.403449806,0,0,0,0,0,0.136237581,0.358315883,0.485439972,0.576332092,0.231030715
02158,0.688987357,0.66505698,0.443141351,0,0,0,0,0,0,0.655751832,0.538071455,0.677964572,0.305747796
02164,0.496814378,0.441467273,0.445414575,0,0,0,0,0,0.036873425,0.423170759,0.529189946,0.607457295,0.248365638
02170,0.851298959,0.828660193,0.851563823,0,0,0,0,0,0,0.906473205,0.682963705,0.77740954,0.408197452
02180,0.951463405,1.519111306,0.148109477,0,0,0,0,0,0,1.91383548,0.648457277,0.673974741,0.487912641
02185,1.795466441,1.564278065,0,0,0,0,0,0,0,0.462695525,1.325518595,1.230948567,0.531575599
02188,1.410082151,2.594243971,0,0,0,0,0,0,0,2.867056607,1.201104198,0.898461732,0.747579055
02195,0.395876603,0.421138827,0.276455129,0,0,0,0,0,0.28540576,0.532854876,0.375064373,0.457968948,0.228730376
02198,0.314464583,0.297528266,0.20513997,0,0,0,0,0,0.273930798,0.355209568,0.304246117,0.376249795,0.177230758
02220,0.423224617,0.391837752,0.260741605,0,0,0,0,0,0.300305527,0.4408297,0.355926374,0.517976868,0.22423687
02230,0.593437172,0.986398518,0.434459112,0,0,0,0,0,0,1.234834267,0.572440876,0.654866559,0.373036375
02240,1.271384507,1.496513961,1.654700269,0,0,0,0,0,0,1.660271647,0.867190675,0.82652597,0.648048919
02275,0.348676397,0.372019167,0.246063217,0,0,0,0,0,0.29217096,0.452807372,0.358750831,0.428122655,0.20821755
02282,0.61556614,0.537478455,0.403987674,0,0,0,0,0,0,0.79586393,0.480922355,0.537978864,0.280983118
02290,1.216821134,1.641604566,0.522722971,0,0,0,0,0,0,2.09809554,1.027515427,0.919894246,0.618887824
04001,0.275890551,0.239725924,0.268627271,0.329930412,0.277341543,0.049924808,0.216979985,0.209955114,0.266523594,0.41329614,0.374725925,0.339159035,0.271840025
04003,0.283279782,0.35661206,0.409319266,0.487769545,0.448950899,0.432921936,0.382107592,0.325887884,0.396817173,0.553322775,0.47891119,0.355592601,0.409291059
04005,0.225253368,0.168908184,0.219925654,0.282610691,0.243589439,0.004169368,0.188817484,0.192690729,0.257413335,0.392069233,0.355216413,0.323277754,0.237828471
04007,0.255066885,0.244309766,0.294582759,0.364580606,0.332063383,0.389202119,0.27783098,0.23037777,0.313566425,0.439451862,0.390520583,0.291071019,0.318552013
04009,0.147198652,0.209787116,0.298643595,0.339057528,0.306037453,0.303611536,0.241402697,0.200473408,0.271702772,0.405748167,0.35208839,0.234216629,0.275830662
04011,0.262650671,0.349083924,0.427372307,0.458460901,0.438788233,0.395864849,0.341611421,0.313747176,0.3877471,0.531619333,0.470605696,0.357765933,0.394609795
04012,0.194010855,0.212205473,0.254373643,0.301205473,0.315470417,0.322121847,0.270063446,0.223512154,0.298297966,0.443224737,0.37379835,0.240704785,0.287415762
04013,4.097839151,4.525241784,4.589341779,4.458603616,4.475519084,4.484315631,4.390525376,4.20157793,4.405435917,4.706950908,4.434838911,4.665673579,4.452988639
04015,0.271714159,0.270956568,0.332740566,0.352806908,0.356748229,0.061893303,0.294332281,0.293699782,0.369859472,0.511296673,0.424169523,0.36955169,0.325814096
04017,0.340824192,0.242965045,0.278572494,0.361334965,0.29966136,0.068989437,0.254550108,0.234083945,0.298883811,0.436801469,0.386474422,0.38173401,0.298739605
04019,0.785367752,0.90064246,0.917091793,0.969535844,0.953555475,0.915166549,0.832013557,0.783549445,0.879461194,1.05332962,0.956081353,0.890488887,0.903023661
04021,0.702030825,0.865827316,0.869551725,0.926095841,0.927027849,0.921896109,0.81848539,0.752585863,0.900345782,1.01540764,0.933400497,0.842240339,0.872907931
04023,0.426662874,0.482602241,0.501911722,0.60597065,0.58181332,0.590927706,0.509653034,0.447234515,0.536074739,0.683054435,0.598273706,0.491919116,0.538008172
04025,0.320265841,0.262185106,0.314426657,0.372962555,0.36934157,0.160330601,0.319618919,0.274341402,0.352687559,0.501733135,0.451881721,0.343681293,0.336954697
04027,0.550526648,0.633316608,0.663868661,0.718493358,0.722331181,0.717485308,0.664598158,0.582622753,0.696564084,0.840449806,0.788718832,0.645333089,0.68535904
05001,0.562738362,0.453810497,0.66572135,0.598227615,0.64515627,0.206790188,0.466025319,0.49676777,0.573899512,0.643565211,0.579150073,0.549727021,0.536798266
05003,0.591560638,0.464749577,0.683541223,0.592369641,0.674574538,0.543273516,0.469954402,0.504396558,0.554600279,0.610935499,0.590372877,0.527200118,0.567294072
05005,0.959898541,0.789658002,0.971871864,0.914452805,0.677830598,0,0.719742361,0.754420885,0.87502052,0.901402188,0.851548107,1.027216142,0.786921834
05007,3.261653267,2.754096771,2.949686031,3.295097073,2.631971028,0,2.876195965,2.614736842,2.832718791,2.895018957,2.910606703,3.570031088,2.715984376
05009,1.108966472,0.791439637,1.173730219,1.023844196,0.807506916,0,0.788674339,0.848827045,0.958803804,1.005322563,1.001965253,1.099112538,0.884016082
05011,0.400401819,0.32913186,0.516733637,0.473983293,0.514138733,0.430112086,0.345054457,0.371050016,0.42101512,0.527254943,0.472771493,0.366608862,0.430688027
05013,0.40202268,0.360649875,0.531185258,0.484843529,0.52246647,0.43251881,0.361099117,0.398583579,0.459193109,0.545721294,0.462968053,0.40146767,0.446893287
05015,0.696586752,0.520957938,0.773432176,0.721710829,0.605822292,0,0.543342797,0.566908517,0.638794952,0.673679284,0.722838064,0.757154573,0.601769015
05017,0.553763409,0.481181955,0.709826566,0.60957594,0.669747367,0.606006015,0.459673182,0.501015539,0.565809524,0.586109273,0.582945363,0.487797494,0.567787636
05019,0.478367505,0.407555919,0.571817335,0.561017398,0.566590556,0.507877448,0.434196956,0.445001553,0.47832712,0.595587138,0.547482914,0.51712333,0.509245431
05021,0.563494517,0.351776501,0.659887206,0.592554569,0.4455906,0,0.441703394,0.491744126,0.584624543,0.584510705,0.529888252,0.500912794,0.4788906
05023,0.779399088,0.590797036,0.906769668,0.817782212,0.584540479,0,0.571462942,0.62781984,0.783901938,0.821874572,0.821782211,0.817352337,0.67695686
05025,0.316111431,0.273058593,0.448776332,0.400389088,0.423411995,0.317536549,0.275403477,0.302101992,0.350222171,0.466350868,0.418567976,0.329265569,0.36009967
05027,0.867582865,0.71326843,0.842448831,0.846207209,0.899433072,0.903003984,0.696149248,0.744471111,0.802667995,0.857390871,0.756285998,0.801392863,0.81085854
05029,0.938024633,0.745764677,0.987567858,0.938027023,0.79087887,0,0.762715533,0.732634222,0.930816692,0.949617362,0.912807605,0.932077005,0.80174429
05031,2.880182211,1.682355549,2.897093089,2.617764351,1.934659179,0,2.526337801,2.372976771,2.664152188,2.599746978,2.47172583,2.658353475,2.275445618
05033,1.128480168,0.900043328,1.031206533,1.163061882,0.972310854,0,0.980038884,0.958520164,1.076498166,1.202693036,1.193078545,1.196330406,0.98352183
05035,2.494777486,2.109318252,2.777406628,2.356493427,1.763387692,0,2.142815362,2.071790633,2.338508153,2.261147813,2.219765386,2.235207787,2.064218218
05037,0.775825833,0.562831579,0.938654158,0.738701876,0.634341177,0,0.600034703,0.633634096,0.786456999,0.780416438,0.741988937,0.70946752,0.658529443
05039,0.340451275,0.29642167,0.491565584,0.430592106,0.48042352,0.376844161,0.296175987,0.341753701,0.394473684,0.47938528,0.452240954,0.385492393,0.397151693
05041,0.537497033,0.403609934,0.639015934,0.588560774,0.653359892,0.536277335,0.407077471,0.485886591,0.542167316,0.593796406,0.556769793,0.449384641,0.532783593
05043,0.500977133,0.422156605,0.618539234,0.570323245,0.62413966,0.539477709,0.435352032,0.474907057,0.526552887,0.602840927,0.560520646,0.469941602,0.528810728
05045,2.491797877,2.085689372,2.387900264,2.369589029,2.067832959,0,1.952858456,1.835538446,2.199443196,2.239283088,2.191652047,2.633013462,2.037883183
05047,0.513015925,0.463409686,0.595434119,0.574366274,0.579055409,0,0.430157068,0.455735166,0.52066863,0.606648123,0.602375653,0.553405323,0.491189281
05049,0.366131466,0.322485991,0.443709052,0.415494612,0.376962285,0,0.282838362,0.327956896,0.415182113,0.416981682,0.431508621,0.400703664,0.349996229
05051,1.987192004,1.490624826,1.979266389,1.975923757,1.782680613,0.003692236,1.795451418,1.651779637,1.698551372,1.850634122,1.733966527,2.025629941,1.66461607
05053,0.534212687,0.444330487,0.669020857,0.647772614,0.628492381,0.557030152,0.487937966,0.504011671,0.569166756,0.659770883,0.668733383,0.577094996,0.578964569
05055,1.330475368,0.87176105,1.473293049,1.281651703,0.941959024,0,1.121611417,1.115514503,1.307009669,1.305901244,1.212380297,1.25295465,1.101209331
05057,0.852435098,0.648277659,0.806609286,0.81621941,0.88899972,0.852976643,0.717349027,0.745074903,0.802491858,0.84538848,0.741594864,0.813528426,0.794245448
05059,0.973882637,0.640280167,1.074669093,1.00646371,0.856360026,0.119745202,0.851280608,0.805089345,0.865229428,0.979641516,0.937517096,0.951291639,0.838454205
05061,0.499303907,0.412626484,0.586440014,0.599936614,0.594098191,0.514590296,0.447553301,0.438108793,0.473485076,0.606572548,0.538451078,0.501514348,0.517723388
05063,1.071263323,0.733975187,1.34597938,1.087442773,0.770053293,0,0.808615236,0.885760091,1.042564214,1.068685129,0.961735103,1.092768651,0.905736865
05065,0.498702342,0.39802825,0.608024805,0.514193844,0.392880111,0,0.372217502,0.398617363,0.507362196,0.515607487,0.501785714,0.50329582,0.434226286
05067,0.851833368,0.630887791,0.95219794,0.795617778,0.71916369,0,0.602388106,0.676622189,0.808862156,0.845193317,0.73030994,0.766778735,0.698321251
05069,1.78854296,1.293338826,2.014771893,1.635549479,1.71864484,1.966944342,1.418515243,1.426039403,1.577521163,1.569768521,1.640183536,1.803024945,1.654403762
05071,0.730187026,0.671802342,0.815001477,0.785092035,0.656458312,0,0.581115267,0.662997342,0.713178462,0.811377103,0.808031302,0.763873414,0.66659284
05073,0.390368822,0.319190114,0.49123194,0.454455007,0.459894804,0.445087453,0.346719898,0.38531559,0.426337136,0.515830164,0.449577948,0.416427123,0.425036333
05075,0.649890519,0.425854402,0.717283295,0.603213318,0.486857789,0,0.494814898,0.552154628,0.659540631,0.670941309,0.595405192,0.592992099,0.53741234
05077,0.600381504,0.436707477,0.696768691,0.595678836,0.567691298,0,0.482400524,0.544397683,0.637736117,0.646497594,0.606163095,0.555587013,0.530834153
05079,0.545391031,0.404461501,0.653915145,0.570054394,0.621392481,0.550047141,0.428805753,0.481949716,0.516787139,0.624571496,0.548350055,0.486721866,0.53603731
05081,0.646865435,0.476424636,0.637993143,0.720450594,0.746059751,0.757862129,0.641877066,0.648001713,0.674957757,0.783406389,0.731515856,0.639559202,0.675414472
05083,0.50664902,0.422204885,0.575856784,0.562233677,0.562933964,0,0.43966193,0.448501904,0.52194669,0.622106436,0.61009009,0.536630444,0.484067985
05085,1.389095602,1.089589679,1.523507614,1.338271574,1.335846869,0,1.028287648,1.124099832,1.263468696,1.284264805,1.239707275,1.433298647,1.17078652
05087,0.371578568,0.354288002,0.488904373,0.445977895,0.378023386,0,0.326533718,0.352429922,0.409541086,0.472968124,0.501349511,0.454694057,0.37969072
05089,0.461798892,0.419268318,0.580689871,0.50929445,0.427815407,0,0.350754678,0.395317236,0.464397408,0.487425526,0.502507578,0.490775583,0.424170412
05091,1.359805344,1.001856818,1.127361306,1.257564616,1.271331242,1.281211201,1.20058073,1.213744999,1.278520601,1.315532602,1.184770194,1.380450956,1.239394218
05093,1.610292603,1.091580359,1.881330482,1.558689794,1.412933295,0,1.518694143,1.501887447,2.192957923,1.807069603,1.388098788,1.453748098,1.451440211
05095,0.481370932,0.38398307,0.591024626,0.518323439,0.554226033,0.123458664,0.380118733,0.443665347,0.514478893,0.552139401,0.499297495,0.470672823,0.459396621
05097,0.25058312,0.237780051,0.380604434,0.367235294,0.387673487,0,0.244672634,0.262194373,0.305581415,0.436011083,0.363994886,0.312744245,0.295756252
05099,0.372574983,0.313642524,0.455485448,0.460167741,0.508526994,0.459417907,0.367593868,0.370117751,0.419784492,0.522050655,0.454783382,0.417547211,0.426807746
05101,0.231215488,0.226101944,0.354012416,0.323699559,0.327056037,0,0.192301095,0.229593204,0.290373305,0.333288679,0.34793988,0.274776997,0.260863217
05103,0.617688644,0.50605622,0.709790811,0.675224132,0.717835264,0.608490848,0.513186403,0.557994023,0.610777923,0.682923048,0.60527176,0.604168846,0.61745066
05105,0.392961841,0.360858873,0.486415506,0.471704422,0.482350091,0,0.333345851,0.350632344,0.454082374,0.507726226,0.501264688,0.451669291,0.399417626
05107,0.775869381,0.612904194,0.942606737,0.787614714,0.720189546,0.172272685,0.599770104,0.67722436,0.763801258,0.761243314,0.793933565,0.75411185,0.696795142
05109,0.322990602,0.296331394,0.389565899,0.426670396,0.430260685,0.26365518,0.304118371,0.315014545,0.359196688,0.49001902,0.393309466,0.371370552,0.3635419
05111,0.715307164,0.48902834,0.877732792,0.71229713,0.560545679,0,0.581690724,0.61020859,0.742064776,0.749445518,0.694252772,0.643722937,0.614691369
05113,0.345916554,0.309848497,0.450836837,0.443417149,0.46373364,0.043785199,0.332474022,0.341122392,0.376875545,0.523406838,0.459600222,0.385398589,0.373034624
05115,1.087711292,0.865113259,1.272097915,1.171374523,1.108417633,0,0.97259641,0.946479663,1.092877324,1.206682635,1.141468703,1.23276366,1.008131918
05117,0.447801311,0.362945033,0.549315178,0.502531518,0.572518406,0.00870701,0.34685527,0.413664146,0.497006556,0.552543619,0.483434191,0.445495713,0.431901496
05119,8.561410571,6.486801692,8.213306554,7.93443383,7.36801437,0,6.868460044,6.808821145,7.261369977,7.230917543,7.156690908,8.948410148,6.903219732
05121,0.550050922,0.360958346,0.598222833,0.525497505,0.461588758,0,0.399580406,0.456431408,0.556011814,0.54903758,0.529765762,0.510938997,0.458173694
05123,1.176739565,0.946190174,1.33741891,1.185892232,1.168047544,0,1.052421553,1.061836239,1.185114633,1.088067616,1.114992076,1.122039091,1.036563303
05125,1.8882448,1.446588965,1.769652672,1.867291048,1.655757799,0.011398588,1.641213781,1.550827452,1.702899333,1.759678677,1.807464708,2.073745354,1.597896931
05127,0.261475967,0.238219468,0.384969015,0.370692262,0.392614118,0,0.235057437,0.250855502,0.314325876,0.444210248,0.392982165,0.302812122,0.299017848
05129,0.277016048,0.274634905,0.389541625,0.372981947,0.36442327,0,0.23235005,0.261942828,0.340214644,0.399124374,0.408398195,0.324572718,0.303766717
05131,3.019519368,2.428800896,2.593080565,2.801394595,2.671989793,0,2.703931023,2.401587598,2.613170217,2.83950193,2.78484871,3.068751093,2.493881316
05133,0.457459007,0.39499705,0.552483191,0.533966026,0.55859856,0.488795564,0.410550902,0.434729268,0.45555975,0.604759938,0.537835319,0.482093901,0.492652373
05135,0.559240381,0.46690513,0.653853383,0.58288368,0.469524546,0,0.42248452,0.475455551,0.579009288,0.604931446,0.618384565,0.570731977,0.500283706
05137,0.463099724,0.397476584,0.551685951,0.533000551,0.409515152,0,0.358543251,0.390750413,0.505162535,0.541662809,0.546299725,0.50113719,0.43319449
